ip,uplink_length,downlink_length,sum_length
58.38.245.128,223,155,378
58.38.77.26,103,202,305
58.39.127.171,1554,39050,40604
58.39.183.156,6716,10275,16991
58.39.210.236,104,200,304
58.39.24.100,11954248,240275,12194523
58.39.28.213,9510471,63746,9574217
58.40.226.192,35564,141991464,142027028
58.41.199.163,241,154,395
58.42.140.239,1395,31877,33272
58.42.152.185,5520,52,5572
58.42.179.214,87,104,191
58.42.186.37,9537,53,9590
58.42.243.189,16560,452,17012
58.42.244.249,16410,687,17097
58.42.245.188,27600,717,28317
58.42.247.171,26961,1425,28386
58.42.249.220,53289,2013,55302
58.42.251.189,95220,2034,97254
58.42.251.225,27600,672,28272
58.42.251.227,41048,2124,43172
58.42.51.21,49276,136,49412
58.42.80.186,9537,49,9586
58.42.98.231,98477,256,98733
58.43.196.179,29002,7311,36313
58.44.137.41,101,200,301
58.44.68.168,409,936,1345
58.44.8.170,104,200,304
58.44.80.208,821,1598,2419
58.45.121.156,98543,55,98598
58.45.145.177,2590,1166881,1169471
58.45.18.104,9545,53,9598
58.45.209.116,9545,53,9598
58.45.209.225,41,143,184
58.45.234.174,0,68,68
58.45.243.40,9537,53,9590
58.45.252.46,207,396,603
58.45.76.76,721,1306,2027
58.45.86.151,147737,88,147825
58.45.95.22,360,280,640
58.45.98.230,20368,1341,21709
58.46.110.233,409,1000,1409
58.46.162.53,821,1491,2312
58.46.175.11,0,68,68
58.46.190.181,9819,33,9852
58.46.219.232,8449,203,8652
58.46.231.164,1945,159192,161137
58.46.31.2,9537,52,9589
58.47.221.196,41,151,192
58.47.52.249,9537,53,9590
58.48.10.229,0,66,66
58.48.149.28,237,155,392
58.48.202.156,205525,2196,207721
58.48.212.172,1067779,14831,1082610
58.49.105.251,118987,1194,120181
58.49.110.81,1834,226,2060
58.49.148.33,11408,19061,30469
58.49.175.61,9537,53,9590
58.49.190.36,48,64,112
58.49.22.203,9537,53,9590
58.49.235.244,48704,571,49275
58.49.43.117,32883,140,33023
58.49.49.114,529,37560,38089
58.49.56.28,258333,20367,278700
58.49.56.29,471019,35606,506625
58.49.56.30,1341039,57426,1398465
58.49.56.31,4889693,182738,5072431
58.49.57.47,2861087,136605,2997692
58.49.57.63,170020,66260,236280
58.49.58.37,4989,454,5443
58.49.58.68,2269216,63612,2332828
58.49.58.82,28944,904,29848
58.49.58.98,402596,5093,407689
58.49.60.1,11664,678,12342
58.49.94.136,107263,934,108197
58.49.94.141,111362,943,112305
58.49.94.89,15544,934,16478
58.50.133.81,202,125,327
58.50.16.135,104,187,291
58.50.171.154,337,143,480
58.50.226.193,16557,32,16589
58.50.226.41,9537,53,9590
58.50.46.166,9537,53,9590
58.50.59.109,206400,404,206804
58.50.72.248,1825,1154,2979
58.51.105.164,218848,787,219635
58.51.144.21,671,1128,1799
58.51.144.35,109200,89190,198390
58.51.144.42,941920,1696,943616
58.51.144.49,237538,73253,310791
58.51.144.61,4832530,45702,4878232
58.51.150.22,748,1210,1958
58.51.150.60,13422047,672193,14094240
58.51.150.68,16361672,4351,16366023
58.51.150.75,64260,2949,67209
58.51.150.76,310428,345,310773
58.51.150.77,1378548,1032,1379580
58.51.150.78,382236,345,382581
58.51.150.79,816936,345,817281
58.51.150.81,831,888,1719
58.51.153.11,9541,53,9594
58.51.164.10,307,600,907
58.51.170.111,3008,573331,576339
58.51.172.33,19074,102,19176
58.51.194.247,4030,1742,5772
58.51.215.97,0,572,572
58.51.63.118,16560,448,17008
58.51.78.7,9537,49,9586
58.51.95.222,1333649,55109,1388758
58.52.13.12,236,153,389
58.52.133.39,10156230,487,10156717
58.52.133.42,1385958,487,1386445
58.52.133.53,22960,446,23406
58.52.133.92,4698843,75239,4774082
58.52.195.211,23460,448,23908
58.52.196.28,16560,460,17020
58.52.208.66,9537,52,9589
58.52.222.60,9537,53,9590
58.52.77.237,9537,53,9590
58.53.109.36,41,143,184
58.53.113.46,722,1303,2025
58.53.128.211,274076,23714,297790
58.53.128.42,12656,716,13372
58.53.67.91,2643,9124,11767
58.53.72.162,1464,101,1565
58.53.94.138,4139,2546,6685
58.53.94.25,109573,4242,113815
58.53.94.31,1722635,97,1722732
58.54.117.243,32988,113,33101
58.54.253.59,984,452,1436
58.54.88.201,5075,409,5484
58.54.96.97,202,122,324
58.55.124.45,0,881,881
58.55.124.49,2455256,5576,2460832
58.55.127.203,2572,737,3309
58.56.102.247,101801,828,102629
58.56.112.31,130246,4479,134725
58.56.146.11,0,928,928
58.56.16.42,17688,14309,31997
58.56.160.141,6953,1763,8716
58.56.164.175,5697,3673,9370
58.56.17.81,383,232,615
58.56.17.85,423,232,655
58.56.32.138,406624,768,407392
58.56.32.158,2628242,1795,2630037
58.56.32.159,4471080,2828,4473908
58.56.6.81,16640,952,17592
58.56.63.12,263702,66110,329812
58.56.63.63,518,922,1440
58.56.65.105,29764,11643,41407
58.56.65.156,1842,2648,4490
58.56.65.158,3117,5246,8363
58.56.65.159,528,574,1102
58.56.65.160,8925,12909,21834
58.56.65.207,1310,488,1798
58.56.65.209,73940,30079,104019
58.56.65.86,13395529,362429,13757958
58.56.65.88,10604250,306342,10910592
58.56.89.139,2071026,91053,2162079
58.56.89.142,67262,3181,70443
58.56.92.136,190,156,346
58.56.98.63,183963,5319,189282
58.57.27.134,113286,9275,122561
58.57.27.138,142,675,817
58.57.27.158,2828,8074,10902
58.57.65.79,20700,458,21158
58.57.91.192,636,390,1026
58.58.113.187,1308,891,2199
58.58.33.160,18794,1930,20724
58.58.39.60,52102,1125,53227
58.59.141.247,151,216,367
58.59.176.38,159203,10981,170184
58.59.176.61,4892,470,5362
58.59.176.71,872292,17143,889435
58.59.49.28,22744,912,23656
58.59.85.33,16599,424,17023
58.60.113.210,847,115,962
58.60.123.98,0,453,453
58.60.158.60,1122,306,1428
58.60.249.30,237,157,394
58.60.63.30,177502,3996,181498
58.60.66.213,88,88,176
58.60.78.11,305,598,903
58.61.114.96,510,1010,1520
58.61.140.246,205,400,605
58.61.153.189,2936,368,3304
58.61.153.202,252341,4716,257057
58.61.153.214,31740,675,32415
58.61.154.149,397238,12585,409823
58.61.157.24,18794,719,19513
58.61.157.36,6063,703,6766
58.61.160.220,168428,4092,172520
58.61.213.150,900,617,1517
58.61.218.65,12494,452,12946
58.61.220.130,9537,53,9590
58.61.29.122,8121,824,8945
58.61.29.123,4136,1169,5305
58.61.29.99,4307,3236,7543
58.61.34.203,26025,2880,28905
58.61.38.167,735,183,918
58.61.39.135,136884,550303,687187
58.61.39.139,1363682,493619,1857301
58.61.39.140,1063519,411092,1474611
58.61.39.150,170,1952,2122
58.61.39.152,19067,2587,21654
58.61.39.239,140807,551720,692527
58.61.40.3,1257,706,1963
58.61.90.224,213,125,338
58.62.131.115,41358,1386,42744
58.62.23.200,102,200,302
58.62.89.5,236,155,391
58.63.234.133,10894,24334,35228
58.63.234.135,60772,1125,61897
58.63.234.203,402798,209602,612400
58.63.234.211,276956,52047,329003
58.63.234.230,126511,10654,137165
58.63.234.253,2145,735,2880
58.63.235.105,2051,2459,4510
58.63.236.139,27769,101431,129200
58.63.236.230,5459764,6418208,11877972
58.63.236.235,983479,50751,1034230
58.63.236.242,957673,39514,997187
58.63.236.244,307222,15860,323082
58.63.236.249,51480,73258,124738
58.63.236.253,15524311,91233,15615544
58.63.237.0,969,2371,3340
58.63.237.1,5540544,2507886,8048430
58.63.237.118,4822445,3785039,8607484
58.63.237.129,3554,6127,9681
58.63.237.162,1138926,1647736,2786662
58.63.237.178,282609,46606,329215
58.63.237.205,30181,2728,32909
58.63.237.95,5676,5485,11161
58.63.238.217,890587,697244,1587831
58.63.238.227,36859962,1578320,38438282
58.63.239.167,365,423,788
58.63.244.69,3184,6101,9285
58.63.245.243,1956,418,2374
58.63.253.101,20427,31582,52009
58.63.253.107,72362,70063,142425
58.63.253.123,5985,1628,7613
58.63.253.124,222919,63158,286077
58.63.253.125,55391,20481,75872
58.63.253.126,1371,295,1666
58.63.253.42,6854,6992,13846
58.63.28.53,2060,272940,275000
58.64.136.170,22080,452,22532
58.64.136.47,895394,171807,1067201
58.64.141.156,30552,693,31245
58.64.153.34,16560,452,17012
58.64.155.99,321754,16611,338365
58.64.165.203,16560,452,17012
58.64.169.171,16560,450,17010
58.64.173.34,12336,462,12798
58.64.178.38,0,0,0
58.64.178.55,48300,1120,49420
58.64.182.173,41400,1130,42530
58.64.185.86,141316,1568,142884
58.64.198.251,22979,3230,26209
58.64.205.171,41400,1125,42525
58.64.205.172,68981,1378,70359
58.67.156.173,20902,444,21346
58.67.161.105,628854,4032,632886
58.67.196.176,110,224,334
58.67.196.177,1179,643,1822
58.67.196.178,250,367,617
58.67.196.179,223,394,617
58.67.196.180,542,1374,1916
58.67.196.181,1483,807,2290
58.67.199.177,1030671,13839,1044510
58.67.203.153,1766,779,2545
58.67.203.154,487,1050,1537
58.67.203.155,703,1239,1942
58.67.203.157,7746,9451,17197
58.67.203.158,2193,1670,3863
58.67.203.159,1194,1844,3038
58.67.203.160,5312,7225,12537
58.67.203.162,1912,2752,4664
58.67.220.136,16107,28340,44447
58.67.220.235,8490,6904,15394
58.67.220.95,412068,13911,425979
58.67.223.13,29557,6390,35947
58.67.223.6,22435567,19414226,41849793
58.68.134.137,6900,440,7340
58.68.134.161,84342,5358,89700
58.68.134.179,566,380,946
58.68.146.126,2563,1542,4105
58.68.146.20,816,458,1274
58.68.146.213,2216930,166459,2383389
58.68.146.32,9534,419,9953
58.68.146.49,5365,8450,13815
58.68.146.66,36899,3699,40598
58.68.146.85,6920,460,7380
58.68.146.97,310308,176027,486335
58.68.147.105,243063,7035,250098
58.68.147.191,1496,980,2476
58.68.148.137,781872,8367,790239
58.68.149.57,2318354,69527,2387881
58.68.149.59,3672,11356,15028
58.68.149.63,106656,8932,115588
58.68.149.64,13791,561,14352
58.68.149.87,24980,9968,34948
58.68.150.215,43573,5890,49463
58.68.151.139,172972,4325,177297
58.68.151.140,617733,656217,1273950
58.68.151.148,2012612,736830,2749442
58.68.151.153,92392,33069,125461
58.68.151.184,1646146,218296,1864442
58.68.151.34,6346,270,6616
58.68.151.35,1712,1014,2726
58.68.224.76,627627,9621,637248
58.68.225.45,409317,57228,466545
58.68.225.8,2277475,353784,2631259
58.68.225.9,1234081,383074,1617155
58.68.226.37,154129,23173,177302
58.68.226.7,8925,18357,27282
58.68.227.9,188146,218480,406626
58.68.229.206,41400,988,42388
58.68.229.26,11040,247,11287
58.68.232.136,4171,1382,5553
58.68.234.149,2430696,1098,2431794
58.68.234.150,1066471,14535,1081006
58.68.235.149,600,729,1329
58.68.235.19,11845,12485,24330
58.68.235.237,67504,101349,168853
58.68.235.254,290,363,653
58.68.235.59,4004,908,4912
58.68.235.60,779,312,1091
58.68.236.233,760328,306855,1067183
58.68.236.234,948903,773870,1722773
58.68.236.235,861918,181330,1043248
58.68.236.236,76176,138545,214721
58.68.236.237,349844,599622,949466
58.68.236.244,47931,26631,74562
58.68.236.245,295871,300502,596373
58.68.236.246,466370,14284,480654
58.68.236.247,1305156,327033,1632189
58.68.236.248,1142,4447,5589
58.68.236.250,1052633,548661,1601294
58.68.236.252,231357,165477,396834
58.68.236.253,11067,3136,14203
58.68.236.255,846944,1622754,2469698
58.68.237.0,496,1632,2128
58.68.237.1,304263,67512,371775
58.68.238.137,62417,9078,71495
58.68.245.111,1976610,1094804,3071414
58.68.245.113,194816,246079,440895
58.68.245.122,89840,216423,306263
58.68.245.123,84273,199272,283545
58.68.245.38,2232737,352136,2584873
58.68.245.86,276660,60046,336706
58.68.245.90,313669,78089,391758
58.68.245.92,165329,33660,198989
58.68.245.93,144145,32164,176309
58.68.246.17,93671,32220,125891
58.68.246.8,37762,760,38522
58.68.247.221,112576,23494,136070
58.68.247.85,983353,34515,1017868
58.68.250.25,7620,16434,24054
58.68.253.12,4567,263,4830
58.68.253.13,4567,263,4830
58.68.255.50,453125,45304,498429
58.68.255.51,1140359,64595,1204954
58.68.255.52,1280,14727,16007
58.83.129.15,542,334,876
58.83.129.24,545,255,800
58.83.130.107,25536,9364,34900
58.83.135.140,67668,1125,68793
58.83.143.33,753,929,1682
58.83.170.250,210658,3990,214648
58.83.174.124,288,523,811
58.83.174.127,20647,5299,25946
58.83.174.130,363,344,707
58.83.175.10,828771,1925933,2754704
58.83.175.39,15161,34201,49362
58.83.175.58,7916,19046,26962
58.83.175.76,1296123,565630,1861753
58.83.175.9,42212,2424,44636
58.83.190.34,1313,2195,3508
58.83.190.36,1376,778,2154
58.83.193.252,43555,27278,70833
58.83.194.115,39290,5740,45030
58.83.194.77,5883,946,6829
58.83.194.78,6655,1418,8073
58.83.195.110,85169,141287,226456
58.83.195.119,72960,150585,223545
58.83.195.130,60330,119762,180092
58.83.201.95,351,278,629
58.83.202.235,481328,70100,551428
58.83.202.236,790367,141880,932247
58.83.202.242,855717,284569,1140286
58.83.202.245,766023,270635,1036658
58.83.202.246,2373825,597393,2971218
58.83.202.247,2682457,679378,3361835
58.83.206.88,463946,8654,472600
58.83.207.19,0,558,558
58.83.207.42,2962,5496,8458
58.83.209.105,0,0,0
58.83.209.109,1616,2100,3716
58.83.212.57,120918,721704,842622
58.83.214.217,124002,8293,132295
58.83.214.227,1237,619,1856
58.83.214.228,438,1927,2365
58.83.215.37,3783,4237,8020
58.83.217.205,1313,910,2223
58.83.217.213,5270,2932,8202
58.83.217.214,749,1281,2030
58.83.217.233,1696,568,2264
58.83.217.234,4381,1674,6055
58.83.217.235,1212,3159,4371
58.83.218.146,21559,5448,27007
58.83.220.129,1004,752,1756
58.83.220.31,14455,370,14825
58.83.223.144,6516,2618,9134
58.83.223.250,458547,2220,460767
58.83.223.95,459,607,1066
58.83.225.211,11140,937,12077
58.83.226.235,71803,63592,135395
58.83.226.73,49935,4309,54244
58.83.235.250,53820,1125,54945
58.9.102.246,1468,5139,6607
58.96.162.105,1668,10165,11833
58.96.162.11,0,371,371
58.96.162.151,2364,12097,14461
58.96.162.153,3708,24136,27844
58.96.162.246,13112,2579,15691
58.96.162.86,9132,51197,60329
58.96.167.8,2722,978,3700
58.96.168.173,4633472,119429,4752901
58.96.169.241,0,0,0
58.96.174.145,37766,1959,39725
58.96.174.69,1070,1140,2210
58.96.176.193,2338348,77440,2415788
58.96.180.89,42472,1479,43951
58.96.183.64,723741,108585,832326
58.96.185.108,630001,13635,643636
58.96.188.145,1154312,90875,1245187
58.96.189.78,0,617,617
58.96.191.63,637993,30102,668095
58.96.54.123,1036,693,1729
59.10.182.167,117014,69518,186532
59.106.123.31,39874,9866,49740
59.106.123.35,10694,1870,12564
59.106.13.52,34020,460,34480
59.106.19.51,26298,605,26903
59.106.194.21,2018,3372,5390
59.106.194.85,10568,1075,11643
59.107.24.10,3025,4611,7636
59.108.228.12,1019,733,1752
59.108.49.33,1644,1643,3287
59.108.49.44,5556,5947,11503
59.108.49.69,145391,165670,311061
59.108.49.70,166990,182953,349943
59.108.49.83,145388,183371,328759
59.108.49.87,163878,200050,363928
59.108.49.88,132753,160388,293141
59.108.49.89,5107,4970,10077
59.108.49.93,144732,167297,312029
59.113.211.171,0,68,68
59.115.73.107,0,476,476
59.12.100.255,506,2025,2531
59.122.145.165,1512,736,2248
59.126.147.247,612,925,1537
59.126.248.233,276,379,655
59.127.18.57,939,611,1550
59.127.182.11,436,572,1008
59.127.194.224,0,130,130
59.128.77.34,352,650,1002
59.151.101.249,530,851,1381
59.151.101.74,42581,43803,86384
59.151.101.75,2125,5040,7165
59.151.101.76,6585,1347,7932
59.151.101.79,669898,36486,706384
59.151.102.111,21281,90592,111873
59.151.102.140,318992,67204,386196
59.151.102.143,26409,28641,55050
59.151.102.150,27476,31912,59388
59.151.102.17,69686,101475,171161
59.151.102.175,38635,8068,46703
59.151.102.209,48776,1135,49911
59.151.102.22,22192,14348,36540
59.151.102.230,17424,27918,45342
59.151.102.27,1413,5226,6639
59.151.102.34,13390,13316,26706
59.151.102.35,29457,164807,194264
59.151.102.41,4967,6506,11473
59.151.102.52,11361,3027,14388
59.151.102.76,283,2002,2285
59.151.102.89,1150,6647,7797
59.151.102.95,43777,92999,136776
59.151.103.17,225629,64123,289752
59.151.103.28,598334,35069,633403
59.151.103.67,4710,1969,6679
59.151.11.17,116756,349394,466150
59.151.11.18,229664,281501,511165
59.151.11.32,240251,226886,467137
59.151.11.33,195490,163829,359319
59.151.111.73,3438,504,3942
59.151.113.11,745,463,1208
59.151.113.12,1776,756,2532
59.151.113.16,43999,1548,45547
59.151.113.20,5812,687,6499
59.151.113.213,278,1679,1957
59.151.113.214,278,4674,4952
59.151.113.60,59052,2057,61109
59.151.113.62,2709,736,3445
59.151.113.84,63823,1461,65284
59.151.115.164,27600,672,28272
59.151.116.103,17776,13499,31275
59.151.116.67,13736,13923,27659
59.151.12.232,3367,5274,8641
59.151.12.70,11149,225,11374
59.151.120.201,1343,949,2292
59.151.120.218,440,572,1012
59.151.127.236,388,370,758
59.151.127.237,11380,4114,15494
59.151.127.43,32413,36180,68593
59.151.137.224,17229,2260,19489
59.151.137.99,77649,4707,82356
59.151.138.182,36063,4213,40276
59.151.16.182,110833,281463,392296
59.151.16.183,498820,416251,915071
59.151.16.190,1907835,3723896,5631731
59.151.16.191,1978029,4322242,6300271
59.151.16.23,41400,1135,42535
59.151.18.17,280914,7505,288419
59.151.18.18,1036,1655,2691
59.151.18.23,367,353,720
59.151.18.42,62326,15412,77738
59.151.18.47,5886,889,6775
59.151.22.111,1275,613,1888
59.151.27.141,46920,1125,48045
59.151.27.191,491,189,680
59.151.29.79,26485,1446,27931
59.151.30.28,921295,62211,983506
59.151.32.105,23508,1562,25070
59.151.32.106,5149,5709,10858
59.151.32.107,33461,41641,75102
59.151.32.117,3851,5528,9379
59.151.32.119,11022,23476,34498
59.151.32.25,57158,897,58055
59.151.32.26,50740,767,51507
59.151.32.32,9772,5884,15656
59.151.32.36,42362,51464,93826
59.151.32.37,18485,1323,19808
59.151.32.39,16942,23907,40849
59.151.32.77,12585,4705,17290
59.151.32.86,140534,21668,162202
59.151.45.80,9769,450,10219
59.151.5.20,20892819,1344385,22237204
59.151.5.23,1041415,436241,1477656
59.151.5.28,286921,21624,308545
59.151.6.137,28260,71913,100173
59.151.61.66,10696065,3439372,14135437
59.151.61.67,17779911,4819342,22599253
59.151.64.13,218115,18012,236127
59.151.65.22,456998,80012,537010
59.151.65.32,108304,11170,119474
59.151.65.33,19359,6935,26294
59.151.65.42,464624,16889,481513
59.151.65.49,10899,1199,12098
59.151.65.8,882336,277927,1160263
59.151.75.203,1001668,16750,1018418
59.151.81.17,1814,965,2779
59.151.81.64,13042,5574,18616
59.151.81.65,2749949,665183,3415132
59.151.9.80,5604,800,6404
59.151.9.83,23589,4724,28313
59.151.93.92,8546,1392,9938
59.152.244.2,84753,1231,85984
59.16.109.170,570149,37080,607229
59.172.25.151,9660,450,10110
59.172.3.16,419,846,1265
59.172.53.157,9030,5810,14840
59.172.66.42,452,276,728
59.173.14.13,418832,22951,441783
59.173.14.22,458150,42876,501026
59.173.14.24,540503,47090,587593
59.173.14.36,1103,613,1716
59.173.14.37,232082,88396,320478
59.173.14.7,1677012,56714,1733726
59.173.16.215,6811,2499,9310
59.173.16.216,16423,5174,21597
59.173.16.217,403684,6717,410401
59.173.16.55,93487,4533,98020
59.173.17.129,13341,368,13709
59.173.170.56,308,600,908
59.173.18.57,16560,448,17008
59.173.191.147,13339,1789,15128
59.173.193.160,9537,53,9590
59.173.194.137,19074,106,19180
59.173.94.213,130,258,388
59.174.167.145,308,601,909
59.174.169.187,9537,53,9590
59.174.173.226,308,556,864
59.174.214.246,1894,511,2405
59.174.241.90,41,151,192
59.174.41.206,9537,53,9590
59.174.61.95,104,198,302
59.175.132.111,1188722,458,1189180
59.175.132.130,8700,6917,15617
59.175.137.11,20234,1814,22048
59.175.144.128,4224,768,4992
59.175.145.121,657,669,1326
59.175.145.159,191776,4147,195923
59.175.147.114,182805,512194,694999
59.175.171.103,24756,1149,25905
59.175.181.254,1476,1062,2538
59.175.187.82,84180,1950,86130
59.175.207.63,16560,454,17014
59.175.219.251,4264,226,4490
59.175.90.139,202,372,574
59.184.51.227,443188,8183,451371
59.188.0.47,12328,450,12778
59.188.136.224,31476,9377,40853
59.188.14.249,17940,458,18398
59.188.15.189,2047,1436,3483
59.188.196.219,12614,470,13084
59.188.216.72,4140,367,4507
59.188.218.239,33120,922,34042
59.188.232.185,16560,452,17012
59.188.233.0,2379,678,3057
59.188.233.237,90308,938,91246
59.188.252.179,43263,358,43621
59.188.70.168,340343,10123,350466
59.188.70.233,15590,868,16458
59.188.76.126,396207,41868,438075
59.22.89.70,86,392,478
59.24.3.178,0,8581,8581
59.252.192.14,32604,2727,35331
59.252.41.6,88000,1362,89362
59.32.213.200,6157,397,6554
59.32.213.30,796260,475,796735
59.32.213.91,28980,755,29735
59.32.250.255,19074,106,19180
59.33.115.201,2601,236934,239535
59.33.153.164,12962,274459,287421
59.33.155.132,16729,5132925,5149654
59.33.174.31,17940,452,18392
59.33.28.139,207,400,607
59.33.30.125,41,151,192
59.34.131.52,4712,452,5164
59.34.148.155,36045,84031,120076
59.34.148.164,5342,4588,9930
59.34.19.248,9537,53,9590
59.34.197.136,823554,16654,840208
59.34.197.185,1640023,25221,1665244
59.34.197.201,1432653,112077,1544730
59.36.100.140,15180,448,15628
59.36.101.15,2460,1350,3810
59.36.102.205,1260,444,1704
59.36.102.248,2941,17392,20333
59.36.102.253,834,3664,4498
59.36.153.67,968,777,1745
59.36.4.224,1368,263083,264451
59.36.96.155,73159,8384,81543
59.36.99.147,24840,678,25518
59.37.107.48,644209,672,644881
59.37.107.49,615180,1681,616861
59.37.107.50,210587,1156,211743
59.37.107.51,460445,1157,461602
59.37.108.48,6559,574,7133
59.37.109.249,175306,264,175570
59.37.110.120,568,4155,4723
59.37.110.18,6958,65398,72356
59.37.110.19,2414,17364,19778
59.37.110.29,52446,269,52715
59.37.116.106,2902854,176047,3078901
59.37.116.107,2390532,4203513,6594045
59.37.116.108,2624053,12494291,15118344
59.37.116.112,3975920,26453734,30429654
59.37.116.114,41343,1782,43125
59.37.116.121,4292808,29914792,34207600
59.37.165.160,102120,681,102801
59.37.165.163,336,452,788
59.37.67.93,1656,1052,2708
59.37.83.90,12420,817,13237
59.37.96.109,2352617,26012,2378629
59.37.96.111,8406434,58039,8464473
59.37.96.145,23737,1004,24741
59.37.96.159,340,440,780
59.37.96.160,577019,2916,579935
59.37.96.161,11440,1458,12898
59.37.96.168,646642,3053,649695
59.37.96.171,646020,41180,687200
59.37.96.172,947344,51538,998882
59.37.96.173,1351996,92445,1444441
59.37.96.174,4497,6644,11141
59.37.96.175,73400,29347,102747
59.37.96.22,10138508,58626,10197134
59.37.96.23,2411731,214246,2625977
59.37.96.26,1233210,2490,1235700
59.37.96.32,7112395,58043,7170438
59.37.96.38,17221,23879,41100
59.37.96.40,44419,12291,56710
59.37.96.43,7609664,57328,7666992
59.37.96.45,1339044,95010,1434054
59.37.96.46,1147710,2469604,3617314
59.37.96.47,1570190,205291,1775481
59.37.96.48,2063209,153689,2216898
59.37.96.49,748717,37118,785835
59.37.96.50,1177890,88242,1266132
59.37.96.51,2404073,187531,2591604
59.37.96.52,905918,90432,996350
59.37.96.53,2728131,203472,2931603
59.37.96.54,1168844,98828,1267672
59.37.96.68,18829557,3411,18832968
59.37.96.72,9125878,63568,9189446
59.37.96.75,869868,35226,905094
59.38.111.147,5059337,16898,5076235
59.38.112.39,7524,644,8168
59.38.112.52,10620,687,11307
59.38.124.10,16992,454,17446
59.38.124.12,954074,15134,969208
59.38.125.115,549055,21341,570396
59.38.194.113,905501,45088,950589
59.38.194.77,158342,6566,164908
59.38.194.9,155341,6566,161907
59.38.61.224,712,465,1177
59.38.63.199,1724142,52737,1776879
59.38.9.230,205,404,609
59.38.99.32,200592,24305,224897
59.38.99.6,9391570,1661401,11052971
59.39.31.11,714326,68872,783198
59.39.31.12,18260,842,19102
59.39.31.22,555681,12591,568272
59.39.31.28,14684,1721,16405
59.39.7.125,350974,4068,355042
59.40.123.216,459298,3158,462456
59.40.164.181,1349,837,2186
59.40.167.80,88158,2048,90206
59.40.234.107,9537,53,9590
59.40.244.40,1519,114748,116267
59.40.28.196,361,277,638
59.40.53.146,226,157,383
59.40.82.89,0,136,136
59.40.87.252,206,401,607
59.40.95.11,46657,691,47348
59.41.141.135,20045,678,20723
59.41.174.199,204,402,606
59.41.220.240,192,155,347
59.41.39.122,114257,939,115196
59.41.59.44,23460,681,24141
59.41.8.149,42435,2004,44439
59.41.9.106,11528,350,11878
59.41.9.54,28236,684,28920
59.41.9.96,2916,370,3286
59.42.113.194,50354,367,50721
59.42.241.15,2413866,190728,2604594
59.42.241.169,1410,259,1669
59.42.241.170,29384,1284,30668
59.42.241.173,15544,450,15994
59.42.241.18,1110,458,1568
59.42.241.19,4615,8799,13414
59.42.241.35,1575,2994,4569
59.42.241.38,744,1063,1807
59.42.249.113,36710,8545,45255
59.42.252.141,811,84,895
59.42.252.147,724,60,784
59.44.0.162,0,178,178
59.44.209.154,62944,1110,64054
59.44.209.9,9537,53,9590
59.44.25.138,571,909,1480
59.44.25.139,56627,1524,58151
59.44.25.164,2198,2596,4794
59.44.25.167,2456,751,3207
59.44.25.73,51594486,37570,51632056
59.44.25.74,6346753,23253,6370006
59.44.25.80,33240,396,33636
59.44.25.81,1270410,19439,1289849
59.44.25.82,4338414,52153,4390567
59.44.72.246,214,156,370
59.44.89.90,328093,119,328212
59.45.130.207,457,13455,13912
59.45.201.148,41,151,192
59.45.79.110,1770027,19996,1790023
59.45.79.115,67659,2870,70529
59.45.79.79,420981,29154,450135
59.46.108.219,677,466,1143
59.46.128.108,234,155,389
59.46.13.37,5886874,28091,5914965
59.46.161.7,28980,675,29655
59.46.201.243,2311,383,2694
59.46.204.107,127455,94079,221534
59.46.240.77,101,200,301
59.46.33.33,16560,462,17022
59.46.4.115,1067579,11098,1078677
59.46.4.125,88514,1363,89877
59.47.0.162,29237,2379,31616
59.48.72.55,34000,1792,35792
59.49.134.112,9537,49,9586
59.49.134.145,9537,52,9589
59.49.17.26,1032,142,1174
59.49.191.241,428,22673,23101
59.49.37.54,6151,920,7071
59.49.40.51,113767000,56010,113823010
59.49.40.52,24927081,161999,25089080
59.49.40.53,164976,8034,173010
59.49.43.59,49329699,538733,49868432
59.49.43.60,14082681,102781,14185462
59.49.43.62,41994719,247233,42241952
59.49.43.63,512,394,906
59.49.47.56,2311,769,3080
59.49.77.83,11040,232,11272
59.49.79.80,2001,1404,3405
59.5.248.56,123450,821,124271
59.50.106.226,0,53,53
59.50.139.193,27599,45,27644
59.50.152.143,1335,10051,11386
59.50.206.44,208,402,610
59.50.249.72,1191,780,1971
59.50.54.252,994,8368,9362
59.51.114.240,33120,672,33792
59.51.114.72,81199,6438,87637
59.51.63.182,19074,106,19180
59.52.106.236,720,464,1184
59.52.143.38,9537,52,9589
59.52.16.41,0,68,68
59.52.171.54,236,155,391
59.52.172.181,1548,1063,2611
59.52.175.65,20394,178174,198568
59.52.178.31,9537,53,9590
59.52.178.99,75718,1102,76820
59.52.188.173,13924,454,14378
59.52.204.217,40495,2763390,2803885
59.52.223.42,1665,1087,2752
59.52.230.215,0,0,0
59.52.230.98,3703,797195,800898
59.52.28.151,37260,850,38110
59.52.28.154,25427,1010,26437
59.52.41.191,0,68,68
59.52.41.34,101,198,299
59.52.41.57,41,143,184
59.52.46.36,9537,53,9590
59.52.88.156,2872,331061,333933
59.52.88.204,821755,1252,823007
59.53.149.192,452,280,732
59.53.169.174,100080,559,100639
59.53.184.132,19074,106,19180
59.53.185.85,79080,20100778,20179858
59.53.221.115,203,123,326
59.53.236.243,1121,23549,24670
